

Імітовставка : 18
_________________________________________________________________ 
|      |      |	     |	    |	   |	  |      |        |      | 
|   p  |   q  |   r  |   c  |  g₁  |  g₂  |   x  |   Eₓ   |  aₓ  |
|______|______|______|______|______|______|______|________|______| 
|  19  |  23  |  9   |  44  |  2   |  3   |  1   |  18    |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  10  |  18    |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  19  |  18    |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  28  |  18    |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  37  |  18    |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  46  |  18    |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  6   |  18    |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  15  |  18    |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  24  |  18    |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  33  |  18    |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  42  |  18    |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  2   |  18    |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  11  |  18    |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  20  |  18    |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  29  |  18    |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  38  |  18    |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  47  |  18    |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  7   |  18    |  5   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  16  |  18    |  5   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  25  |  18    |  5   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  34  |  18    |  5   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  43  |  18    |  5   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  3   |  18    |  6   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  12  |  18    |  6   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  21  |  18    |  6   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  30  |  18    |  6   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  39  |  18    |  6   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  48  |  18    |  6   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  8   |  18    |  7   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  17  |  18    |  7   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  26  |  18    |  7   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  35  |  18    |  7   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  44  |  18    |  7   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  4   |  18    |  8   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  13  |  18    |  8   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  22  |  18    |  8   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  31  |  18    |  8   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  40  |  18    |  8   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  49  |  18    |  8   |
|______|______|______|______|______|______|______|________|______|

Імітовставка : 39
_________________________________________________________________ 
|      |      |	     |	    |	   |	  |      |        |      | 
|   p  |   q  |   r  |   c  |  g₁  |  g₂  |   x  |   Eₓ   |  aₓ  |
|______|______|______|______|______|______|______|________|______| 
|  19  |  23  |  9   |  44  |  2   |  3   |  1   |  39    |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  10  |  39    |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  19  |  39    |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  28  |  39    |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  37  |  39    |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  46  |  39    |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  6   |  39    |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  15  |  39    |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  24  |  39    |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  33  |  39    |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  42  |  39    |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  2   |  39    |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  11  |  39    |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  20  |  39    |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  29  |  39    |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  38  |  39    |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  47  |  39    |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  7   |  39    |  5   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  16  |  39    |  5   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  25  |  39    |  5   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  34  |  39    |  5   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  43  |  39    |  5   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  3   |  39    |  6   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  12  |  39    |  6   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  21  |  39    |  6   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  30  |  39    |  6   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  39  |  39    |  6   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  48  |  39    |  6   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  8   |  39    |  7   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  17  |  39    |  7   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  26  |  39    |  7   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  35  |  39    |  7   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  44  |  39    |  7   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  4   |  39    |  8   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  13  |  39    |  8   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  22  |  39    |  8   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  31  |  39    |  8   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  40  |  39    |  8   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  49  |  39    |  8   |
|______|______|______|______|______|______|______|________|______|

Імітовставка : 324
_________________________________________________________________ 
|      |      |	     |	    |	   |	  |      |        |      | 
|   p  |   q  |   r  |   c  |  g₁  |  g₂  |   x  |   Eₓ   |  aₓ  |
|______|______|______|______|______|______|______|________|______| 
|  19  |  23  |  9   |  44  |  2   |  3   |  1   |  324   |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  10  |  324   |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  19  |  324   |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  28  |  324   |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  37  |  324   |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  46  |  324   |  2   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  6   |  324   |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  15  |  324   |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  24  |  324   |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  33  |  324   |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  42  |  324   |  3   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  2   |  324   |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  11  |  324   |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  20  |  324   |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  29  |  324   |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  38  |  324   |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  47  |  324   |  4   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  7   |  324   |  5   |
|______|______|______|______|______|______|______|________|______|
|  19  |  23  |  9   |  44  |  2   |  3   |  16  |  324   |  5   |
|______|______|______|______|______|______|______|________|______|
